Macrotrends Data Download

CBOT Soybean Meal Futures #1 (SM1)

All contracts are Front Month | Calendar-Weighted Adjusted Prices,
Roll on First of Month | Continuous Contract History.

Disclaimer and Terms of Use: Historical data is provided "as is" and solely
for informational purposes - not for trading purposes or advice.
Neither MacroTrends LLC nor any of our information providers will be liable
for any damages relating to your use of the data provided.

ATTRIBUTION: Proper attribution requires clear indication of the data source as "www.macrotrends.net".
A "dofollow" backlink to the originating page is also required if the data is displayed on a web page.


date, value
1967-09-29,70.6800
1967-10-02,70.3000
1967-10-03,70.8500
1967-10-04,71.6000
1967-10-05,72.3500
1967-10-06,73.2500
1967-10-09,72.4000
1967-10-10,71.9500
1967-10-11,71.3000
1967-10-12,70.9500
1967-10-13,71.2500
1967-10-16,71.4500
1967-10-17,71.2500
1967-10-18,71.4500
1967-10-19,70.9500
1967-10-20,70.9500
1967-10-23,70.9500
1967-10-24,72.0500
1967-10-25,71.9000
1967-10-26,71.7000
1967-10-27,71.2500
1967-10-30,71.3000
1967-10-31,71.4500
1967-11-01,70.9000
1967-11-02,71.4000
1967-11-03,71.9000
1967-11-06,71.7000
1967-11-07,71.4500
1967-11-08,71.5000
1967-11-09,71.6500
1967-11-10,71.9000
1967-11-13,72.3000
1967-11-14,72.6000
1967-11-15,72.0500
1967-11-16,72.4500
1967-11-17,72.8500
1967-11-20,72.6500
1967-11-21,72.2500
1967-11-22,71.8500
1967-11-24,72.6500
1967-11-27,72.0300
1967-11-28,71.6900
1967-11-29,71.6600
1967-11-30,72.2000
1967-12-01,72.5000
1967-12-04,72.1500
1967-12-05,72.0000
1967-12-06,72.2000
1967-12-07,72.3500
1967-12-08,72.7500
1967-12-11,73.5500
1967-12-12,73.3500
1967-12-13,72.8500
1967-12-14,72.7500
1967-12-15,73.2500
1967-12-18,72.4000
1967-12-19,72.7000
1967-12-20,72.4000
1967-12-21,72.4000
1967-12-22,72.1500
1967-12-26,72.1000
1967-12-27,72.2500
1967-12-28,72.7100
1967-12-29,73.1000
1968-01-02,73.3000
1968-01-03,73.6500
1968-01-04,73.5000
1968-01-05,73.4000
1968-01-08,73.7500
1968-01-09,73.7000
1968-01-10,74.0000
1968-01-11,74.7000
1968-01-12,75.0000
1968-01-15,75.2000
1968-01-16,74.9000
1968-01-17,75.5000
1968-01-18,75.4000
1968-01-19,74.9000
1968-01-22,74.4500
1968-01-23,74.6000
1968-01-24,74.8000
1968-01-25,75.0000
1968-01-26,75.0500
1968-01-29,74.8500
1968-01-30,74.8000
1968-01-31,74.6000
1968-02-01,75.0000
1968-02-02,74.7000
1968-02-05,74.3500
1968-02-06,74.4000
1968-02-07,73.9500
1968-02-08,73.8500
1968-02-09,73.6500
1968-02-13,73.7500
1968-02-14,73.6500
1968-02-15,74.1000
1968-02-16,74.5000
1968-02-19,74.3500
1968-02-20,74.2500
1968-02-21,73.9500
1968-02-23,73.7000
1968-02-26,73.7300
1968-02-27,73.7300
1968-02-28,74.0100
1968-02-29,74.5600
1968-03-01,75.2000
1968-03-04,74.9500
1968-03-05,75.1000
1968-03-06,74.8500
1968-03-07,74.7000
1968-03-08,74.6000
1968-03-11,74.5500
1968-03-12,75.0000
1968-03-13,75.1000
1968-03-14,75.0000
1968-03-15,74.9500
1968-03-18,74.4500
1968-03-19,74.8500
1968-03-20,74.5500
1968-03-21,74.8000
1968-03-22,75.2500
1968-03-25,74.8000
1968-03-26,74.7000
1968-03-27,74.9000
1968-03-28,74.8500
1968-03-29,74.4500
1968-04-01,74.1500
1968-04-02,73.5500
1968-04-03,73.8000
1968-04-04,73.7500
1968-04-05,73.9000
1968-04-08,74.2000
1968-04-10,74.5500
1968-04-11,74.7000
1968-04-15,73.9000
1968-04-16,74.0000
1968-04-17,74.5000
1968-04-18,74.3500
1968-04-19,74.9500
1968-04-22,74.9000
1968-04-23,75.1000
1968-04-24,74.8000
1968-04-25,74.8500
1968-04-26,75.0700
1968-04-29,75.2000
1968-04-30,75.3400
1968-05-01,75.6000
1968-05-02,75.5500
1968-05-03,75.5000
1968-05-06,75.3000
1968-05-07,75.0500
1968-05-08,74.9500
1968-05-09,74.9500
1968-05-10,75.3000
1968-05-13,75.2500
1968-05-14,75.5000
1968-05-15,75.3000
1968-05-16,75.2000
1968-05-17,75.3000
1968-05-20,75.0500
1968-05-21,75.0000
1968-05-22,75.4500
1968-05-23,75.9500
1968-05-24,75.9000
1968-05-27,75.5500
1968-05-28,75.3500
1968-05-29,75.3500
1968-05-31,75.7500
1968-06-03,75.9000
1968-06-04,76.8000
1968-06-05,77.6500
1968-06-06,78.6000
1968-06-07,77.7500
1968-06-10,78.7500
1968-06-11,78.8500
1968-06-12,78.7000
1968-06-13,79.2000
1968-06-14,79.9000
1968-06-17,80.1000
1968-06-18,79.7500
1968-06-19,79.1500
1968-06-20,79.5000
1968-06-21,79.6000
1968-06-24,79.1500
1968-06-25,78.9900
1968-06-26,79.6200
1968-06-27,79.6500
1968-06-28,79.5400
1968-07-01,78.6000
1968-07-02,78.2000
1968-07-03,78.3000
1968-07-05,78.5500
1968-07-08,78.9500
1968-07-09,79.5000
1968-07-10,80.5000
1968-07-11,80.4000
1968-07-12,80.9500
1968-07-15,81.4000
1968-07-16,81.8500
1968-07-17,80.9500
1968-07-18,80.9500
1968-07-19,81.7500
1968-07-22,81.2500
1968-07-23,82.3000
1968-07-24,82.3000
1968-07-25,82.4500
1968-07-26,81.5100
1968-07-29,80.5000
1968-07-30,79.3600
1968-07-31,78.1200
1968-08-01,77.7500
1968-08-02,77.8000
1968-08-05,76.7500
1968-08-06,77.2500
1968-08-07,77.6000
1968-08-08,76.8000
1968-08-09,77.7500
1968-08-12,77.9000
1968-08-13,79.7500
1968-08-14,79.4000
1968-08-15,78.9500
1968-08-16,79.4000
1968-08-19,80.2500
1968-08-20,80.0500
1968-08-21,80.9500
1968-08-22,81.3500
1968-08-23,81.3500
1968-08-26,81.5500
1968-08-27,81.2700
1968-08-28,81.0700
1968-08-29,79.6400
1968-08-30,77.9000
1968-09-03,76.0000
1968-09-04,76.4500
1968-09-05,76.4000
1968-09-06,75.4000
1968-09-09,75.3000
1968-09-10,75.4000
1968-09-11,75.6000
1968-09-12,75.4500
1968-09-13,75.9500
1968-09-16,76.7000
1968-09-17,77.0500
1968-09-18,77.8000
1968-09-19,77.9500
1968-09-20,77.7000
1968-09-23,77.8500
1968-09-24,77.5000
1968-09-25,76.2600
1968-09-26,75.5400
1968-09-27,74.0600
1968-09-30,73.4000
1968-10-01,74.1500
1968-10-02,74.8000
1968-10-03,74.6500
1968-10-04,73.9000
1968-10-07,74.5000
1968-10-08,75.1000
1968-10-09,76.0000
1968-10-10,75.1000
1968-10-11,75.1000
1968-10-14,75.5000
1968-10-15,75.0000
1968-10-16,75.2500
1968-10-17,74.9000
1968-10-18,74.5500
1968-10-21,73.8000
1968-10-22,73.7000
1968-10-23,73.7000
1968-10-24,74.3500
1968-10-25,74.4500
1968-10-28,73.8500
1968-10-29,73.7500
1968-10-30,73.4500
1968-10-31,73.9000
1968-11-01,73.7500
1968-11-04,73.6500
1968-11-06,73.7000
1968-11-07,73.8500
1968-11-08,74.6500
1968-11-11,75.0000
1968-11-12,74.2000
1968-11-13,74.0000
1968-11-14,73.7000
1968-11-15,73.3500
1968-11-18,72.3000
1968-11-19,71.7500
1968-11-20,71.8000
1968-11-21,71.5000
1968-11-22,71.9000
1968-11-25,72.3400
1968-11-26,72.6200
1968-11-27,72.4800
1968-11-29,72.4200
1968-12-02,72.0500
1968-12-03,71.2500
1968-12-04,71.2500
1968-12-05,70.9000
1968-12-06,70.7500
1968-12-09,70.8000
1968-12-10,71.1000
1968-12-11,70.8500
1968-12-12,71.3500
1968-12-13,70.9000
1968-12-16,71.6000
1968-12-17,71.5000
1968-12-18,71.5000
1968-12-19,71.2500
1968-12-20,70.7000
1968-12-23,70.6000
1968-12-24,70.8000
1968-12-26,71.3900
1968-12-27,72.0100
1968-12-30,71.7400
1968-12-31,72.1000
1969-01-02,72.2000
1969-01-03,72.0000
1969-01-06,71.3500
1969-01-07,71.5500
1969-01-08,71.2500
1969-01-09,71.7500
1969-01-10,72.3500
1969-01-13,72.7500
1969-01-14,72.2500
1969-01-15,72.7000
1969-01-16,72.7500
1969-01-17,72.9000
1969-01-20,72.4500
1969-01-21,72.8000
1969-01-22,72.3000
1969-01-23,72.6000
1969-01-24,72.6500
1969-01-27,72.4500
1969-01-28,72.7000
1969-01-29,73.0000
1969-01-30,72.5500
1969-01-31,72.6500
1969-02-03,72.6000
1969-02-04,72.2500
1969-02-05,72.2000
1969-02-06,72.3000
1969-02-07,72.2000
1969-02-10,72.0000
1969-02-11,71.7500
1969-02-12,71.7000
1969-02-13,71.6500
1969-02-14,71.4500
1969-02-17,71.3500
1969-02-18,71.0000
1969-02-19,71.1000
1969-02-20,71.4000
1969-02-24,70.7000
1969-02-25,70.7700
1969-02-26,71.3100
1969-02-27,72.1500
1969-02-28,72.3600
1969-03-03,72.8000
1969-03-04,73.2500
1969-03-05,72.5500
1969-03-06,72.4500
1969-03-07,72.5000
1969-03-10,72.4000
1969-03-11,72.3000
1969-03-12,73.0500
1969-03-13,73.3500
1969-03-14,73.2500
1969-03-17,73.3000
1969-03-18,73.4500
1969-03-19,73.4000
1969-03-20,73.5000
1969-03-21,73.6000
1969-03-24,73.5000
1969-03-25,72.8500
1969-03-26,72.7500
1969-03-27,72.8500
1969-03-28,73.0500
1969-04-01,73.0500
1969-04-02,73.0000
1969-04-03,73.1500
1969-04-07,73.4500
1969-04-08,74.1000
1969-04-09,74.4500
1969-04-10,74.3500
1969-04-11,75.1500
1969-04-14,75.4000
1969-04-15,75.1000
1969-04-16,75.8000
1969-04-17,75.7000
1969-04-18,75.3500
1969-04-21,75.4500
1969-04-22,75.3000
1969-04-23,75.2000
1969-04-24,75.6000
1969-04-25,75.4900
1969-04-28,75.3200
1969-04-29,75.6500
1969-04-30,76.1300
1969-05-01,76.4000
1969-05-02,76.6000
1969-05-05,76.5000
1969-05-06,76.7000
1969-05-07,77.4000
1969-05-08,77.8000
1969-05-09,78.2000
1969-05-12,78.8000
1969-05-13,78.4000
1969-05-14,77.9000
1969-05-15,78.4000
1969-05-16,78.2500
1969-05-19,78.5000
1969-05-20,78.4500
1969-05-21,79.7000
1969-05-22,79.6000
1969-05-23,79.3000
1969-05-26,78.7500
1969-05-27,78.2500
1969-05-28,78.6500
1969-05-29,79.1000
1969-06-02,79.0000
1969-06-03,77.8500
1969-06-04,78.0500
1969-06-05,77.9000
1969-06-06,78.2000
1969-06-09,77.9000
1969-06-10,77.5000
1969-06-11,77.7500
1969-06-12,77.7500
1969-06-13,78.2000
1969-06-16,77.7500
1969-06-17,77.8000
1969-06-18,78.1500
1969-06-19,78.6000
1969-06-20,79.5000
1969-06-23,79.1500
1969-06-24,78.6500
1969-06-25,78.2300
1969-06-26,77.5500
1969-06-27,77.6600
1969-06-30,77.5500
1969-07-01,78.2000
1969-07-02,77.9000
1969-07-03,77.9500
1969-07-07,77.8000
1969-07-08,77.3500
1969-07-09,76.9500
1969-07-10,76.9500
1969-07-11,76.4500
1969-07-14,76.8000
1969-07-15,77.4500
1969-07-16,77.2500
1969-07-17,77.1000
1969-07-18,76.9500
1969-07-22,76.7000
1969-07-23,76.2500
1969-07-24,75.3500
1969-07-25,75.1500
1969-07-28,74.5500
1969-07-29,73.9200
1969-07-30,73.6600
1969-07-31,72.7600
1969-08-01,72.7500
1969-08-04,72.8000
1969-08-05,73.3000
1969-08-06,73.5000
1969-08-07,73.8000
1969-08-08,74.8000
1969-08-11,74.2500
1969-08-12,73.8000
1969-08-13,73.4000
1969-08-14,74.1000
1969-08-15,74.3000
1969-08-18,73.8000
1969-08-19,73.0000
1969-08-20,72.8000
1969-08-21,72.4000
1969-08-22,72.9000
1969-08-25,72.6500
1969-08-26,70.9200
1969-08-27,70.1600
1969-08-28,70.1100
1969-08-29,69.7700
1969-09-02,68.6000
1969-09-03,68.7000
1969-09-04,69.4500
1969-09-05,69.3500
1969-09-08,68.7500
1969-09-09,68.6000
1969-09-10,68.3500
1969-09-11,68.3000
1969-09-12,68.5500
1969-09-15,68.7000
1969-09-16,69.2000
1969-09-17,69.8000
1969-09-18,69.2500
1969-09-19,69.3000
1969-09-22,69.2000
1969-09-23,68.5000
1969-09-24,69.1500
1969-09-25,69.2300
1969-09-26,68.8200
1969-09-29,68.6800
1969-09-30,68.7600
1969-10-01,68.7000
1969-10-02,68.6500
1969-10-03,69.3500
1969-10-06,70.3500
1969-10-07,69.2500
1969-10-08,69.3500
1969-10-09,70.2000
1969-10-10,70.9500
1969-10-13,71.9000
1969-10-14,72.5500
1969-10-15,73.4500
1969-10-16,72.2500
1969-10-17,73.2000
1969-10-20,72.6500
1969-10-21,73.0500
1969-10-22,73.2000
1969-10-23,73.7000
1969-10-24,73.5500
1969-10-27,72.9000
1969-10-28,71.7000
1969-10-29,71.0500
1969-10-30,71.6500
1969-10-31,70.5500
1969-11-03,69.2500
1969-11-04,69.3500
1969-11-05,69.4000
1969-11-06,67.8000
1969-11-07,66.5000
1969-11-10,67.3000
1969-11-11,68.0000
1969-11-12,67.1000
1969-11-13,68.9000
1969-11-14,68.9000
1969-11-17,69.0000
1969-11-18,69.2500
1969-11-19,70.1000
1969-11-20,70.1000
1969-11-21,71.0000
1969-11-24,68.9600
1969-11-25,69.3300
1969-11-26,69.9000
1969-11-28,69.7600
1969-12-01,70.1000
1969-12-02,69.3500
1969-12-03,68.5000
1969-12-04,68.7000
1969-12-05,69.0000
1969-12-08,69.6500
1969-12-09,70.1500
1969-12-10,71.7000
1969-12-11,72.0500
1969-12-12,73.4000
1969-12-15,75.3000
1969-12-16,75.4000
1969-12-17,77.6500
1969-12-18,80.3000
1969-12-19,78.4500
1969-12-22,76.2000
1969-12-23,76.5000
1969-12-24,78.4500
1969-12-29,80.1800
1969-12-30,76.8100
1969-12-31,75.8200
1970-01-05,74.1000
1970-01-06,72.9500
1970-01-07,73.2000
1970-01-08,73.6000
1970-01-09,74.0000
1970-01-12,75.4000
1970-01-13,76.1500
1970-01-14,76.8000
1970-01-15,75.8000
1970-01-16,77.5500
1970-01-19,78.1000
1970-01-20,78.5000
1970-01-21,79.8500
1970-01-22,79.9500
1970-01-23,78.7500
1970-01-26,77.2500
1970-01-27,77.9000
1970-01-28,77.6500
1970-01-29,77.0000
1970-01-30,77.2500
1970-02-02,79.2500
1970-02-03,78.8000
1970-02-04,79.5000
1970-02-05,78.5000
1970-02-06,79.1500
1970-02-09,78.5500
1970-02-10,77.8000
1970-02-11,77.6000
1970-02-12,78.1000
1970-02-13,78.0500
1970-02-16,79.8000
1970-02-17,81.3000
1970-02-18,84.0000
1970-02-19,82.2500
1970-02-20,83.8000
1970-02-24,83.9800
1970-02-25,81.4400
1970-02-26,77.7800
1970-02-27,76.5400
1970-03-02,74.7000
1970-03-03,74.1500
1970-03-04,73.7500
1970-03-05,72.5000
1970-03-06,71.7000
1970-03-09,71.4000
1970-03-10,72.1000
1970-03-11,71.8000
1970-03-12,71.9000
1970-03-13,72.0000
1970-03-16,72.6000
1970-03-17,72.2500
1970-03-18,71.6000
1970-03-19,71.8500
1970-03-20,72.6000
1970-03-23,72.3500
1970-03-24,72.0000
1970-03-25,70.8500
1970-03-26,70.5000
1970-03-30,71.1500
1970-03-31,70.9000
1970-04-01,70.3000
1970-04-02,70.9000
1970-04-03,72.0000
1970-04-06,71.8500
1970-04-07,72.0500
1970-04-08,72.7000
1970-04-09,74.0000
1970-04-10,74.2500
1970-04-13,74.4000
1970-04-14,74.6500
1970-04-15,72.5000
1970-04-16,72.9000
1970-04-17,73.3500
1970-04-20,75.3000
1970-04-21,76.2500
1970-04-22,77.2000
1970-04-23,76.7000
1970-04-24,76.5500
1970-04-27,76.0800
1970-04-28,74.8500
1970-04-29,72.9800
1970-04-30,74.8800
1970-05-01,73.4500
1970-05-04,73.7500
1970-05-05,73.6000
1970-05-06,73.4500
1970-05-07,73.5000
1970-05-08,74.4000
1970-05-11,73.2500
1970-05-12,72.9000
1970-05-13,73.5000
1970-05-14,73.9500
1970-05-15,73.7500
1970-05-18,73.3500
1970-05-19,73.7000
1970-05-20,73.1000
1970-05-21,73.7500
1970-05-22,74.4000
1970-05-25,72.9000
1970-05-26,72.4500
1970-05-27,72.9000
1970-05-28,73.2000
1970-06-01,73.9500
1970-06-02,74.0000
1970-06-03,75.0000
1970-06-04,76.7500
1970-06-05,76.8000
1970-06-08,76.1000
1970-06-09,76.7000
1970-06-10,77.9500
1970-06-11,77.6000
1970-06-12,77.6500
1970-06-15,76.7500
1970-06-16,75.7000
1970-06-17,76.4000
1970-06-18,76.5000
1970-06-19,76.1000
1970-06-22,76.1500
1970-06-23,77.5000
1970-06-24,76.5000
1970-06-25,77.9100
1970-06-26,79.1700
1970-06-29,81.5800
1970-06-30,80.1000
1970-07-01,81.2500
1970-07-02,82.1000
1970-07-06,79.0000
1970-07-07,79.7500
1970-07-08,82.4000
1970-07-09,81.2500
1970-07-10,81.7500
1970-07-13,84.4000
1970-07-14,83.5000
1970-07-15,82.9000
1970-07-16,81.2000
1970-07-17,80.8500
1970-07-20,82.0000
1970-07-21,81.5000
1970-07-22,81.8500
1970-07-23,83.4000
1970-07-24,83.5000
1970-07-27,86.0000
1970-07-28,84.8300
1970-07-29,83.7000
1970-07-30,81.6600
1970-07-31,81.6100
1970-08-03,81.8000
1970-08-04,80.8000
1970-08-05,80.3500
1970-08-06,80.3000
1970-08-07,81.1000
1970-08-10,81.3500
1970-08-11,80.7500
1970-08-12,81.8000
1970-08-13,81.8000
1970-08-14,82.0000
1970-08-17,86.9500
1970-08-18,83.0000
1970-08-19,84.5000
1970-08-20,83.4000
1970-08-21,82.5000
1970-08-24,82.1500
1970-08-25,82.7500
1970-08-26,81.5700
1970-08-27,81.2000
1970-08-28,81.4800
1970-08-31,80.5800
1970-09-01,79.1000
1970-09-02,79.3000
1970-09-03,78.8000
1970-09-04,80.2500
1970-09-08,80.8500
1970-09-09,81.5500
1970-09-10,82.1000
1970-09-11,81.6000
1970-09-14,83.5500
1970-09-15,82.2000
1970-09-16,81.7000
1970-09-17,81.1000
1970-09-18,81.2500
1970-09-21,79.3000
1970-09-22,80.6500
1970-09-23,81.6500
1970-09-24,82.7000
1970-09-25,80.8500
1970-09-28,79.6800
1970-09-29,78.9100
1970-09-30,78.2000
1970-10-01,78.7500
1970-10-02,78.5000
1970-10-05,79.2000
1970-10-06,79.1500
1970-10-07,79.9500
1970-10-08,79.5000
1970-10-09,80.3000
1970-10-12,80.5000
1970-10-13,79.1500
1970-10-14,78.5000
1970-10-15,77.7000
1970-10-16,77.6000
1970-10-19,76.9000
1970-10-20,77.9500
1970-10-21,78.2500
1970-10-22,79.2500
1970-10-23,80.2500
1970-10-26,80.2000
1970-10-27,79.4500
1970-10-28,79.0000
1970-10-29,77.9000
1970-10-30,78.1000
1970-11-02,79.0000
1970-11-04,78.8500
1970-11-05,79.1000
1970-11-06,79.1500
1970-11-09,79.8500
1970-11-10,79.9000
1970-11-11,80.6000
1970-11-12,80.4000
1970-11-13,80.2000
1970-11-16,79.5000
1970-11-17,79.4000
1970-11-18,80.6000
1970-11-19,80.6000
1970-11-20,81.8000
1970-11-23,82.9000
1970-11-24,81.2300
1970-11-25,81.3200
1970-11-27,81.9100
1970-11-30,81.8800
1970-12-01,81.5000
1970-12-02,79.7000
1970-12-03,79.8500
1970-12-04,80.7000
1970-12-07,81.1000
1970-12-08,81.5000
1970-12-09,80.7500
1970-12-10,81.2000
1970-12-11,82.2000
1970-12-14,81.7500
1970-12-15,82.5000
1970-12-16,83.4000
1970-12-17,83.4000
1970-12-18,82.1000
1970-12-21,81.7500
1970-12-22,81.3000
1970-12-23,81.2500
1970-12-24,82.1000
1970-12-28,80.9000
1970-12-29,80.7600
1970-12-30,80.3400
1970-12-31,80.6000
1971-01-04,81.1000
1971-01-05,80.7500
1971-01-06,80.4000
1971-01-07,80.0000
1971-01-08,80.4500
1971-01-11,80.0000
1971-01-12,80.3500
1971-01-13,79.9500
1971-01-14,79.9500
1971-01-15,80.1500
1971-01-18,80.0000
1971-01-19,80.2500
1971-01-20,80.1000
1971-01-21,79.0500
1971-01-22,79.9000
1971-01-25,79.9500
1971-01-26,79.7500
1971-01-27,78.7000
1971-01-28,78.4000
1971-01-29,78.4500
1971-02-01,78.2500
1971-02-02,77.8500
1971-02-03,78.2500
1971-02-04,77.7500
1971-02-05,77.8500
1971-02-08,77.7500
1971-02-09,78.4500
1971-02-10,79.0000
1971-02-11,79.3000
1971-02-12,79.7500
1971-02-16,79.0500
1971-02-17,78.2500
1971-02-18,78.4000
1971-02-19,78.3000
1971-02-22,78.5000
1971-02-23,78.3000
1971-02-24,77.3700
1971-02-25,77.3200
1971-02-26,77.7700
1971-03-01,77.9000
1971-03-02,78.5000
1971-03-03,78.6000
1971-03-04,78.3500
1971-03-05,78.5000
1971-03-08,78.3000
1971-03-09,78.7000
1971-03-10,79.2000
1971-03-11,78.8000
1971-03-12,78.8000
1971-03-15,78.8500
1971-03-16,78.8500
1971-03-17,78.4000
1971-03-18,78.3000
1971-03-19,77.7500
1971-03-22,78.1000
1971-03-23,78.3500
1971-03-24,78.5500
1971-03-25,78.3000
1971-03-26,78.3500
1971-03-29,78.0000
1971-03-30,77.6000
1971-03-31,77.6000
1971-04-01,77.5000
1971-04-02,77.9000
1971-04-05,77.2500
1971-04-06,77.2000
1971-04-07,76.7000
1971-04-08,76.4500
1971-04-12,76.1000
1971-04-13,76.3500
1971-04-14,76.4000
1971-04-15,76.7500
1971-04-16,76.7500
1971-04-19,76.5500
1971-04-20,76.7000
1971-04-21,76.9500
1971-04-22,77.9000
1971-04-23,77.4000
1971-04-26,76.7000
1971-04-27,77.2400
1971-04-28,78.2900
1971-04-29,79.6500
1971-04-30,79.5500
1971-05-03,80.3500
1971-05-04,80.4000
1971-05-05,80.2000
1971-05-06,79.9000
1971-05-07,79.4500
1971-05-10,79.6500
1971-05-11,79.9000
1971-05-12,79.5000
1971-05-13,79.0500
1971-05-14,79.5500
1971-05-17,79.5500
1971-05-18,79.7500
1971-05-19,80.4000
1971-05-20,81.4500
1971-05-21,81.7000
1971-05-24,81.3500
1971-05-25,82.1500
1971-05-26,81.8500
1971-05-27,81.9000
1971-05-28,83.0000
1971-06-01,83.8500
1971-06-02,83.1500
1971-06-03,82.7500
1971-06-04,82.7000
1971-06-07,82.4500
1971-06-08,84.1000
1971-06-09,83.6500
1971-06-10,84.0000
1971-06-11,83.8000
1971-06-14,83.3000
1971-06-15,83.1500
1971-06-16,84.0000
1971-06-17,84.0000
1971-06-18,83.3000
1971-06-21,83.0500
1971-06-22,83.4000
1971-06-23,83.7500
1971-06-24,83.7500
1971-06-25,84.4600
1971-06-28,85.1300
1971-06-29,84.9600
1971-06-30,85.3300
1971-07-01,86.4500
1971-07-02,86.8500
1971-07-06,87.1500
1971-07-07,87.6500
1971-07-08,87.0000
1971-07-09,86.6000
1971-07-12,88.4000
1971-07-13,87.3000
1971-07-14,86.5000
1971-07-15,86.7500
1971-07-16,87.7000
1971-07-19,87.7500
1971-07-20,87.7500
1971-07-21,87.7000
1971-07-22,88.7000
1971-07-23,87.9000
1971-07-26,87.4000
1971-07-27,87.0400
1971-07-28,85.7200
1971-07-29,84.3000
1971-07-30,84.4000
1971-08-02,83.8500
1971-08-03,83.6000
1971-08-04,82.7500
1971-08-05,82.2500
1971-08-06,83.2500
1971-08-09,83.7000
1971-08-10,83.4000
1971-08-11,83.4500
1971-08-12,82.5500
1971-08-13,82.5000
1971-08-16,83.2000
1971-08-17,82.4000
1971-08-18,82.3000
1971-08-19,80.5000
1971-08-20,80.8000
1971-08-23,80.6000
1971-08-24,80.5000
1971-08-25,80.6000
1971-08-26,79.5700
1971-08-27,80.1200
1971-08-30,79.4600
1971-08-31,78.6400
1971-09-01,79.0500
1971-09-02,79.9000
1971-09-03,80.0000
1971-09-07,81.4000
1971-09-08,79.9000
1971-09-09,79.8000
1971-09-10,79.7500
1971-09-13,79.6000
1971-09-14,79.2500
1971-09-15,78.9000
1971-09-16,78.2000
1971-09-17,77.9000
1971-09-20,78.8500
1971-09-21,78.7000
1971-09-22,78.9500
1971-09-23,78.2000
1971-09-24,78.5500
1971-09-27,79.4500
1971-09-28,80.3200
1971-09-29,80.4800
1971-09-30,80.7900
1971-10-01,80.9500
1971-10-04,80.1000
1971-10-05,80.4000
1971-10-06,80.8500
1971-10-07,81.7000
1971-10-08,82.2500
1971-10-11,81.7500
1971-10-12,81.8500
1971-10-13,81.9000
1971-10-14,81.9500
1971-10-15,82.3000
1971-10-18,82.8000
1971-10-19,83.1000
1971-10-20,82.8000
1971-10-21,83.2500
1971-10-22,82.9500
1971-10-25,83.3000
1971-10-26,82.1500
1971-10-27,82.4500
1971-10-28,82.5000
1971-10-29,82.7000
1971-11-01,81.9000
1971-11-02,81.7000
1971-11-03,81.5000
1971-11-04,81.8500
1971-11-05,82.7500
1971-11-08,82.3000
1971-11-09,82.1000
1971-11-10,81.9000
1971-11-11,81.5000
1971-11-12,80.2000
1971-11-15,80.2000
1971-11-16,80.8500
1971-11-17,80.7000
1971-11-18,80.3500
1971-11-19,80.1500
1971-11-22,79.9000
1971-11-23,80.3500
1971-11-24,81.8100
1971-11-26,82.2200
1971-11-29,81.6400
1971-11-30,80.7200
1971-12-01,81.0500
1971-12-02,82.3000
1971-12-03,83.6000
1971-12-06,84.2000
1971-12-07,83.2500
1971-12-08,83.4000
1971-12-09,83.8000
1971-12-10,84.4500
1971-12-13,85.2000
1971-12-14,85.7500
1971-12-15,85.7000
1971-12-16,85.2000
1971-12-17,84.8000
1971-12-20,84.4000
1971-12-21,84.9000
1971-12-22,84.5000
1971-12-23,84.3500
1971-12-27,83.5300
1971-12-28,83.4500
1971-12-29,83.6200
1971-12-30,84.2000
1972-01-03,84.2000
1972-01-04,84.1000
1972-01-05,84.3500
1972-01-06,85.5000
1972-01-07,85.1000
1972-01-10,84.3000
